YEAR;MO;DY;T2M;TS;PRECTOTCORR;QV2M;RH2M;WS10M;ALLSKY_SFC_UV_INDEX;PS;;T2M;TS;PRECTOTCORR;T2M;TS;PRECTOTCORR;QV2M;QV2M_PRED
2018;9;27;27.69;28.63;11.16;19.65;84.62;4.14;0.97;100.72;;;;;;;;;
2018;9;28;28.19;28.67;16.07;19.35;81.12;5.02;1.73;100.8;;;;;;;;;
2018;9;29;28.28;28.9;6.53;20.14;83.94;4.27;2.39;100.69;;;;;;;;;
2018;9;30;28.27;28.72;6.77;19.9;82.88;4.04;1.91;100.65;;;;;;;;;
2018;10;1;28.26;29.05;5.94;19.78;82.5;3.22;1.82;100.73;;;;;;;;;
2018;10;2;28.16;29.07;23.59;18.31;77.06;2.2;2.02;100.78;;;;;;;;;
2018;10;3;28.06;29.09;4.32;18.49;78.31;3.11;2.23;100.74;;;;;;;;;
2018;10;4;27.99;29.24;5.2;18.31;77.88;3.37;2.32;100.87;;;;;;;;;
2018;10;5;27.74;28.96;3.04;19.1;82.25;4.3;2.44;100.9;;;;;;;;;
2018;10;6;27.73;28.81;4.26;19.71;85;4.15;2.32;100.96;;;;;;;;;
2018;10;7;28.07;29.37;1.41;18.49;78.31;3.64;2.29;100.93;;;;;;;;;
2018;10;8;28.25;29.27;5.14;18.43;77.12;2.52;2.46;100.86;;;;;;;;;
2018;10;9;28.11;28.89;7.8;19.29;81.31;2.77;1.64;100.89;;;;;;;;;
2018;10;10;27.56;28.89;5.6;19.04;82.81;2.98;1.94;100.89;;;;;;;;;
2018;10;11;27.07;28.62;11.26;18.37;82.31;2.69;0.95;100.91;;;;;;;;;
2018;10;12;26.89;28.29;19.15;18.68;84.75;4.62;1.68;100.99;;;;;;;;;
2018;10;13;27.63;28.48;1.22;17.7;76.94;4.66;2.34;101.03;;;;;;;;;
2018;10;14;27.55;28.94;0.42;17.7;77.19;3.09;2.15;101.03;;;;;;;;;
2018;10;15;28.12;29.07;1.17;18.8;79.19;3.26;2.34;100.89;;;;;;;;;
2018;10;16;28.48;28.98;1.38;19.47;80.38;3.07;2.54;100.76;;;;;;;;;
2018;10;17;28.26;29.01;2.53;19.71;82.19;3.1;1.57;100.77;;;;;;;;;
2018;10;18;28.58;29.35;10.63;19.65;80.75;3.52;2.34;100.79;;;;;;;;;
2018;10;19;28.32;28.76;15.82;20.02;83.31;5.37;1.91;100.77;;;;;;;;;
2018;10;20;28.36;29.23;29.84;19.35;80.31;4.85;2.26;100.7;;;;;;;;;
2018;10;21;28.15;28.8;27.64;19.29;81.06;5.95;1.8;100.71;;;;;;;;;
2018;10;22;28.06;28.58;13.96;19.29;81.56;5.59;2.06;100.78;;;;;;;;;
2018;10;23;28.02;28.8;7.69;19.47;82.56;3.68;2.31;100.81;;;;;;;;;
2018;10;24;28.03;28.84;4.77;19.41;82.19;2.31;2.15;100.8;;;;;;;;;
2018;10;25;28.08;28.98;3.14;19.71;82.88;2.95;2.23;100.73;;;;;;;;;
2018;10;26;28.14;28.76;6.78;20.39;85.56;5.49;1.94;100.68;;;;;;;;;
2018;10;27;28.15;28.73;6.1;20.2;84.81;4.3;2;100.74;;;;;;;;;
2018;10;28;28.3;28.72;15.49;20.81;86.69;6.24;2.12;100.77;;;;;;;;;
2018;10;29;28.32;28.69;8.66;19.71;82;6.34;2.01;100.72;;;;;;;;;
2018;10;30;28.47;28.87;0.58;19.41;80.12;5.42;1.87;100.78;;;;;;;;;
2018;10;31;28.38;28.73;3.92;20.2;83.75;5.42;2.14;100.75;;;;;;;;;
2018;11;1;28.37;28.63;5.82;20.51;84.94;3.2;1.89;100.72;;;;;;;;;
2018;11;2;27.92;28.33;7.19;19.59;83.5;3.23;1.09;100.8;;;;;;;;;
2018;11;3;28.19;28.63;5.62;17.76;74.94;3.45;1.88;100.9;;;;;;;;;
2018;11;4;28.25;29.15;0.65;18.86;79.06;4.95;2.09;100.85;;;;;;;;;
2018;11;5;27.73;29.08;7.45;18.8;81;4.41;2.14;100.82;;;;;;;;;
2018;11;6;27.71;29.16;8.4;18.62;80.31;3.83;2.26;100.74;;;;;;;;;
2018;11;7;28.07;29.12;3.71;19.17;80.81;5.15;2.27;100.63;;;;;;;;;
2018;11;8;28.51;29.17;4.2;20.2;82.94;5.36;2.19;100.57;;;;;;;;;
2018;11;9;28.58;29.06;6.52;20.45;83.62;4.16;2.16;100.65;;;;;;;;;
2018;11;10;28.15;28.51;7.62;20.32;85.31;3.98;1.88;100.7;;;;;;;;;
2018;11;11;28.61;29.05;1.29;20.51;83.81;6.88;2.35;100.57;;;;;;;;;
2018;11;12;28.59;29.14;1.74;20.63;84.38;6.55;2.34;100.55;;;;;;;;;
2018;11;13;28.62;28.96;5.13;20.81;85.12;4.98;1.97;100.65;;;;;;;;;
2018;11;14;27.9;28.33;17.29;20.32;86.44;4.1;1.73;100.73;;;;;;;;;
2018;11;15;27.93;28.76;4.71;19.9;84.62;3.27;2.02;100.74;;;;;;;;;
2018;11;16;28.65;29.14;1.99;20.14;82.31;3.35;2.09;100.64;;;;;;;;;
2018;11;17;28.44;28.83;0.05;20.75;85.56;6.12;2.18;100.59;;;;;;;;;
2018;11;18;28.48;29.14;0.08;20.63;84.94;5.88;2.25;100.62;;;;;;;;;
2018;11;19;28.05;28.69;0.44;20.26;85.38;5.6;2.13;100.64;;;;;;;;;
2018;11;20;27.94;28.59;0.51;20.08;85.25;6.15;2.09;100.71;;;;;;;;;
2018;11;21;27.87;28.33;1.32;20.2;86.25;6.06;2.09;100.76;;;;;;;;;
2018;11;22;27.84;28.61;0.93;19.59;83.88;6.26;1.84;100.82;;;;;;;;;
2018;11;23;28.03;28.9;0.25;19.17;81.25;5.15;2.23;100.72;;;;;;;;;
2018;11;24;28.12;29.17;0.78;19.17;80.62;5.62;2.2;100.68;;;;;;;;;
2018;11;25;28.23;29.26;0.3;19.47;81.44;6.34;2.13;100.67;;;;;;;;;
2018;11;26;28.48;29.29;2.11;19.65;81.19;6.35;2.07;100.67;;;;;;;;;
2018;11;27;27.89;28.39;23.88;19.78;84.38;3.61;1.76;100.74;;;;;;;;;
2018;11;28;27.83;28.68;7.44;18.43;79.25;4;2.01;100.85;;;;;;;;;
2018;11;29;27.73;28.78;4.25;18.98;81.81;5.96;2.06;100.9;;;;;;;;;
2018;11;30;27.9;28.89;0.01;18.25;78.06;5.36;2.2;100.88;;;;;;;;;
2018;12;1;28.03;28.98;0.09;18.37;78.06;4.86;2.12;100.84;;;;;;;;;
2018;12;2;28.01;28.92;0;18.43;78.75;4.2;2.03;100.85;;;;;;;;;
2018;12;3;28.08;28.92;0.01;18.25;77.5;4.59;2.08;100.84;;;;;;;;;
2018;12;4;27.93;28.89;0.01;18.25;78;5.84;2.07;100.79;;;;;;;;;
2018;12;5;27.65;28.63;0.01;17.94;77.94;7;2.08;100.86;;;;;;;;;
2018;12;6;27.73;28.68;0.02;18.25;79;6.94;1.99;100.97;;;;;;;;;
2018;12;7;27.57;28.52;0;17.82;78.12;6.98;2.05;101.04;;;;;;;;;
2018;12;8;27.45;28.62;0;17.88;78.94;5.45;1.99;101;;;;;;;;;
2018;12;9;27.78;28.76;0;18.68;80.75;5.45;1.98;100.89;;;;;;;;;
2018;12;10;27.75;28.69;0;18.07;78.31;5.66;2.01;100.89;;;;;;;;;
2018;12;11;27.56;28.59;0;18.55;81.12;6.74;1.91;100.96;;;;;;;;;
2018;12;12;27.51;28.52;0.01;18.74;82.19;8.58;1.97;100.91;;;;;;;;;
2018;12;13;27.74;28.68;0.12;19.17;82.88;6.18;1.9;100.84;;;;;;;;;
2018;12;14;27.97;28.67;0.09;18.74;80.31;5.52;1.95;100.86;;;;;;;;;
2018;12;15;27.84;28.8;0.01;18.43;79.44;5.62;1.99;100.96;;;;;;;;;
2018;12;16;27.34;28.51;0.02;18.01;79.88;6.99;1.98;100.95;;;;;;;;;
2018;12;17;27.19;28.47;0;17.88;80.12;6.6;1.91;100.92;;;;;;;;;
2018;12;18;27.26;28.44;0;18.07;80.44;7.5;1.89;100.86;;;;;;;;;
2018;12;19;27.47;28.61;0;17.94;78.88;6.19;1.88;100.77;;;;;;;;;
2018;12;20;27.78;28.8;0.03;18.8;81.12;3.94;1.72;100.8;;;;;;;;;
2018;12;21;27.01;28.06;0.14;19.29;86.56;5.02;1.53;100.88;;;;;;;;;
2018;12;22;27.52;28.67;0;18.07;79.12;8.68;1.88;100.82;;;;;;;;;
2018;12;23;27.33;28.37;0;17.88;79.44;7.96;1.92;100.8;;;;;;;;;
2018;12;24;27.17;28.37;0;17.64;78.94;6.91;1.9;100.73;;;;;;;;;
2018;12;25;26.94;28.12;0;17.15;77.69;8.31;1.92;100.63;;;;;;;;;
2018;12;26;26.94;27.96;0;17.21;77.94;8.27;1.92;100.62;;;;;;;;;
2018;12;27;26.98;28.12;0;17.15;77.62;6.38;1.93;100.63;;;;;;;;;
2018;12;28;27.15;28.3;0;17.58;78.88;6.73;1.98;100.69;;;;;;;;;
2018;12;29;27.26;28.43;0;17.15;76.69;6.86;2;100.68;;;;;;;;;
2018;12;30;26.87;28.19;0;16.91;77.31;6.57;1.99;100.66;;;;;;;;;
2018;12;31;27.01;28.42;0;17.03;76.94;7.04;1.92;100.66;;;;;;;;;
2019;1;1;27.08;28.32;0;16.91;76.06;7.76;2.06;100.53;;;;;;;;;
2019;1;2;27.07;28.25;0;16.78;75.56;8.2;2.03;100.56;;;;;;;;;
2019;1;3;27.12;28.44;0;17.21;77.31;6.05;2.1;100.7;;;;;;;;;
2019;1;4;27.73;28.84;0;17.64;77;5.39;2.06;100.72;;;;;;;;;
2019;1;5;27.45;28.92;0;18.07;79.56;6.16;2.01;100.79;;;;;;;;;
2019;1;6;26.88;28.61;0;17.88;81.31;8.8;1.91;100.88;;;;;;;;;
2019;1;7;27.24;28.8;0;17.58;78.44;6.63;1.87;100.94;;;;;;;;;
2019;1;8;27.01;28.69;0;17.4;78.69;7.27;1.9;101;;;;;;;;;
2019;1;9;26.83;28.46;0;16.85;77.06;6.98;1.6;101.02;;;;;;;;;
2019;1;10;26.29;28.07;0.59;16.6;78.25;7.2;1.91;101.03;;;;;;;;;
2019;1;11;26.19;27.98;0.47;16.36;77.75;7.49;1.92;101.07;;;;;;;;;
2019;1;12;26.91;28.4;0.15;16.97;77.12;7.84;1.95;101.02;;;;;;;;;
2019;1;13;27.04;28.44;0.18;17.09;77.25;8.31;2.05;100.98;;;;;;;;;
2019;1;14;27.03;28.44;0.01;16.91;76.5;8.37;2.11;100.94;;;;;;;;;
2019;1;15;27;28.3;0;16.85;76.12;8.71;1.95;100.88;;;;;;;;;
2019;1;16;26.83;28.2;0;16.72;76.38;9.55;2.06;100.95;;;;;;;;;
2019;1;17;26.87;28.33;0;17.4;79.19;9.27;2.08;100.98;;;;;;;;;
2019;1;18;26.98;28.44;0;17.64;79.69;8.92;2.1;100.84;;;;;;;;;
2019;1;19;27.25;28.9;0;17.7;78.88;8.23;2.12;100.73;;;;;;;;;
2019;1;20;27.4;29.11;0;17.4;77;7.42;2.17;100.78;;;;;;;;;
2019;1;21;26.93;28.4;0.02;17.09;77.5;11.35;2.13;100.89;;;;;;;;;
2019;1;22;27.09;28.65;0.1;17.03;76.56;10.69;2.18;100.84;;;;;;;;;
2019;1;23;27.78;29.28;0.18;16.66;72.12;8.31;2.16;100.69;;;;;;;;;
2019;1;24;27.68;29.64;0.06;17.64;76.75;5.7;2.18;100.68;;;;;;;;;
2019;1;25;28.05;29.95;0.33;17.4;74.56;6.95;2.18;100.74;;;;;;;;;
2019;1;26;27.82;29.9;0;17.15;74.12;7.38;2.16;100.65;;;;;;;;;
2019;1;27;28.04;30.2;0;17.4;74.06;4.64;2.17;100.66;;;;;;;;;
2019;1;28;27.53;29.61;0;17.58;76.94;6.68;1.94;100.85;;;;;;;;;
2019;1;29;27.12;29.36;0;16.85;75.5;7.59;2.25;100.87;;;;;;;;;
2019;1;30;27.03;29.19;0;16.72;75.25;9.23;2.3;100.85;;;;;;;;;
2019;1;31;27.33;29.3;0;16.66;73.81;9.05;2.23;100.91;;;;;;;;;
2019;2;1;27.94;30.12;0;16.78;71.94;7.44;2.2;100.87;;;;;;;;;
2019;2;2;27.66;29.94;0;16.48;71.81;7.55;2.09;100.82;;;;;;;;;
2019;2;3;27.62;29.95;0;16.36;71.38;8.42;2.36;100.7;;;;;;;;;
2019;2;4;27.59;29.89;0;16.97;74;7.96;2.25;100.76;;;;;;;;;
2019;2;5;27.43;29.44;0;17.03;75.06;9.16;2.29;100.75;;;;;;;;;
2019;2;6;27.29;29.13;0;16.78;74.62;9.88;2.27;100.77;;;;;;;;;
2019;2;7;27.33;29.05;0;17.4;77.06;9.9;2.21;100.68;;;;;;;;;
2019;2;8;27.29;29.05;0;16.72;74.56;9.82;2.34;100.72;;;;;;;;;
2019;2;9;26.97;28.56;0;16.17;73.25;10.99;2.38;100.8;;;;;;;;;
2019;2;10;27.21;28.9;0;16.24;72.5;9.56;2.41;100.74;;;;;;;;;
2019;2;11;27.54;29.51;0;16.36;72;7.43;2.3;100.65;;;;;;;;;
2019;2;12;27.92;29.87;0;16.85;72.5;5.78;2.21;100.7;;;;;;;;;
2019;2;13;27.68;30.05;0;17.7;77;4.28;2.38;100.82;;;;;;;;;
2019;2;14;27.4;29.76;0.03;18.07;79.69;6.08;2.02;100.84;;;;;;;;;
2019;2;15;27;29.14;0.17;17.88;80.75;7.23;2.05;100.9;;;;;;;;;
2019;2;16;27.05;29.38;0.51;18.25;82.19;6.34;2.02;100.88;;;;;;;;;
2019;2;17;28.08;30.29;1.31;18.55;78.88;6.26;2.45;100.82;;;;;;;;;
2019;2;18;28.22;30.4;0.04;17.58;74.38;6.48;2.52;100.84;;;;;;;;;
2019;2;19;28.02;30.1;0.02;17.33;73.75;8.08;2.41;100.79;;;;;;;;;
2019;2;20;28.46;30.27;0.01;17.7;73.62;5.96;2.03;100.74;;;;;;;;;
2019;2;21;28.31;30.27;0;17.58;73.94;6.41;2.59;100.71;;;;;;;;;
2019;2;22;28.08;29.89;0;17.64;74.81;7.07;2.37;100.71;;;;;;;;;
2019;2;23;28.52;30.4;0;17.76;73.69;5.77;2.06;100.75;;;;;;;;;
2019;2;24;28.11;30.21;0;17.15;72.75;7.16;2.42;100.77;;;;;;;;;
2019;2;25;27.57;29.58;0;16.48;72.31;8.86;2.55;100.81;;;;;;;;;
2019;2;26;27.46;29.36;0;16.48;72.94;9.01;2.35;100.87;;;;;;;;;
2019;2;27;27.44;29.8;0;16.6;73.38;6.8;2.38;100.83;;;;;;;;;
2019;2;28;28.08;30;0;16.66;71.38;6.23;2.14;100.8;;;;;;;;;
2019;3;1;27.8;29.49;0.01;17.64;76.25;4.89;2.21;100.86;;;;;;;;;
2019;3;2;27.55;29.48;0;17.33;75.88;5.23;1.88;100.91;;;;;;;;;
2019;3;3;27.69;29.76;0;17.21;74.94;6.19;2.29;100.79;;;;;;;;;
2019;3;4;27.64;30.03;0;17.33;75.56;5.21;2.15;100.82;;;;;;;;;
2019;3;5;27.32;29.73;0;17.33;77.19;7.89;2.5;100.86;;;;;;;;;
2019;3;6;27.12;28.98;0;17.46;78.44;10.53;2.37;100.92;;;;;;;;;
2019;3;7;27.01;28.74;0;16.91;76.56;11.16;2.56;100.9;;;;;;;;;
2019;3;8;27.23;29.14;0;17.33;77.19;9.98;2.75;100.72;;;;;;;;;
2019;3;9;27.36;29.29;0;17.76;78.69;9.2;2.84;100.57;;;;;;;;;
2019;3;10;27.6;29.39;0;17.76;77.56;8.2;2.55;100.62;;;;;;;;;
2019;3;11;27.37;29.32;0;17.27;76.25;9.34;2.55;100.72;;;;;;;;;
2019;3;12;26.97;28.92;0;16.85;76.19;9.62;2.84;100.73;;;;;;;;;
2019;3;13;26.72;28.95;0;16.6;76.38;9.18;2.82;100.68;;;;;;;;;
2019;3;14;27.48;29.66;0;17.21;76.25;8.12;2.66;100.68;;;;;;;;;
2019;3;15;27.53;29.61;0;17.82;78.44;8.56;2.43;100.76;;;;;;;;;
2019;3;16;27.62;29.62;0;17.46;76.38;9.16;2.62;100.72;;;;;;;;;
2019;3;17;27.56;29.66;0;17.27;75.81;9.18;2.79;100.65;;;;;;;;;
2019;3;18;27.64;29.83;0;17.64;77;8.22;2.62;100.63;;;;;;;;;
2019;3;19;27.93;29.55;0.07;17.64;75.94;5.96;2.26;100.74;;;;;;;;;
2019;3;20;27.4;29.61;0.16;17.76;78.19;7.41;2.29;100.83;;;;;;;;;
2019;3;21;26.94;29.06;0.01;17.03;77.06;9.22;2.42;100.89;;;;;;;;;
2019;3;22;26.64;28.64;0;16.72;77.06;9.34;2.07;100.99;;;;;;;;;
2019;3;23;27.23;28.73;0;17.58;78.38;7.94;2.17;101.05;;;;;;;;;
2019;3;24;27.95;29.92;0;17.94;77.12;7.54;2.37;100.92;;;;;;;;;
2019;3;25;27.98;30;0;17.52;75.06;7.6;2.38;100.73;;;;;;;;;
2019;3;26;27.55;29.33;0;17.76;77.56;9.08;2.39;100.69;;;;;;;;;
2019;3;27;27.22;29;0;17.33;77.12;9.96;1.87;100.79;;;;;;;;;
2019;3;28;27.24;28.94;0.01;17.52;77.94;8.57;2.05;100.92;;;;;;;;;
2019;3;29;27.33;28.98;0.02;17.76;78.69;7.94;1.25;100.95;;;;;;;;;
2019;3;30;27.44;29.23;0.05;18.43;80.88;7.52;1.98;100.82;;;;;;;;;
2019;3;31;27.94;29.59;0.05;19.1;81.56;7.25;2.29;100.72;;;;;;;;;
2019;4;1;27.62;28.55;0.3;18.86;81.81;8.27;1.84;100.78;;;;;;;;;
2019;4;2;27.45;28.53;0;17.64;77.38;7.83;2.02;100.94;;;;;;;;;
2019;4;3;27.98;29.67;0;17.21;73.69;9.88;2.91;100.99;;;;;;;;;
2019;4;4;28.08;30.11;0;17.21;73.38;8.33;2.9;100.94;;;;;;;;;
2019;4;5;28.64;30.6;0.06;17.4;71.88;7.07;2.84;100.85;;;;;;;;;
2019;4;6;28.48;30.28;0.01;17.58;73.06;6.2;2.68;100.89;;;;;;;;;
2019;4;7;28.69;30.65;0;18.19;74.81;5.42;2.66;100.85;;;;;;;;;
2019;4;8;28.6;30.3;0;18.07;74.5;5.38;2.39;100.78;;;;;;;;;
2019;4;9;28.34;30.51;0.01;18.49;77.06;4.88;2.38;100.76;;;;;;;;;
2019;4;10;28.08;30.57;0.73;18.31;77.62;4.74;2.31;100.84;;;;;;;;;
2019;4;11;28.05;30.61;0.44;18.25;77.31;4.84;2.31;100.83;;;;;;;;;
2019;4;12;28.82;30.62;0.15;18.43;75.19;6.3;2.23;100.69;;;;;;;;;
2019;4;13;28.79;30.3;0.21;18.74;76.25;7.09;2.33;100.61;;;;;;;;;
2019;4;14;28.85;30.6;0.41;19.1;77.38;4.41;2.2;100.65;;;;;;;;;
2019;4;15;28.75;30.45;0.33;18.86;76.69;5.34;2.23;100.79;;;;;;;;;
2019;4;16;28.21;29.97;1.82;18.43;77.44;9.7;2.52;100.83;;;;;;;;;
2019;4;17;28.35;30.07;8.24;18.55;77.25;7.94;2.66;100.69;;;;;;;;;
2019;4;18;27.92;28.93;39.25;18.86;80.5;6.86;2.04;100.69;;;;;;;;;
2019;4;19;28.19;29.15;6.19;19.23;80.75;4.85;2.68;100.71;;;;;;;;;
2019;4;20;28.01;28.78;13.39;19.47;82.69;4.9;2.3;100.86;;;;;;;;;
2019;4;21;27.65;28.76;1.23;19.17;82.94;8.1;2.63;100.89;;;;;;;;;
2019;4;22;27.54;28.3;3.94;18.8;82;7.06;2.09;100.88;;;;;;;;;
2019;4;23;27.34;28.27;1.23;18.13;80.06;7.19;2.61;100.86;;;;;;;;;
2019;4;24;27.35;28.93;0.01;17.88;79;6.54;2.65;100.86;;;;;;;;;
2019;4;25;28.11;29.41;0.29;19.1;80.75;6.3;2.5;100.84;;;;;;;;;
2019;4;26;28.23;29.29;1.71;19.9;83.5;5.23;2.62;100.78;;;;;;;;;
2019;4;27;28.37;29.24;6.73;20.14;83.62;6.84;2.59;100.69;;;;;;;;;
2019;4;28;28.64;29.6;9.05;19.96;81.62;5.51;2.82;100.58;;;;;;;;;
2019;4;29;28.54;29.4;1.12;19.96;82.31;6.16;2.6;100.56;;;;;;;;;
2019;4;30;29.08;30.02;0.68;19.65;78.88;5.41;2.71;100.58;;;;;;;;;
2019;5;1;29.17;30.01;0.05;19.59;78.19;4.52;2.71;100.63;;;;;;;;;
2019;5;2;28.65;28.94;0.04;19.65;80.31;4.89;2.77;100.59;;;;;;;;;
2019;5;3;28.41;28.73;0.06;19.84;82.44;5.16;2.59;100.57;;;;;;;;;
2019;5;4;28.45;29.05;0.14;19.96;82.62;4.39;2.03;100.62;;;;;;;;;
2019;5;5;28.35;29.14;0.14;20.08;83.31;3.75;2.55;100.58;;;;;;;;;
2019;5;6;28.63;29.27;0.9;20.2;82.56;5.07;2.7;100.65;;;;;;;;;
2019;5;7;28.39;28.98;1.94;20.39;84.38;4.24;2.52;100.68;;;;;;;;;
2019;5;8;28.33;28.98;3.17;20.08;83.56;4.62;1.66;100.62;;;;;;;;;
2019;5;9;27.83;28.74;3.91;20.08;85.75;3.11;1.59;100.7;;;;;;;;;
2019;5;10;27.57;28.57;3.6;19.65;85.44;1.95;1.37;100.78;;;;;;;;;
2019;5;11;27.26;28.54;1.33;18.92;83.88;4.2;1.76;100.88;;;;;;;;;
2019;5;12;28.6;29.06;0.65;19.84;81.5;4.09;2.35;100.76;;;;;;;;;
2019;5;13;29.05;29.24;0.78;20.32;81.31;2.73;2.47;100.75;;;;;;;;;
2019;5;14;29.42;30.15;0.8;20.32;79.56;2.63;2.21;100.79;;;;;;;;;
2019;5;15;29.08;30.43;4.52;19.53;77.94;2.73;1.88;100.83;;;;;;;;;
2019;5;16;28.89;29.77;4.03;19.96;80.56;3.23;2.68;100.81;;;;;;;;;
2019;5;17;28.99;29.73;2.7;20.2;80.75;3.23;2.55;100.71;;;;;;;;;
2019;5;18;28.9;29.8;5.18;19.53;78.62;3.27;1.91;100.65;;;;;;;;;
2019;5;19;28.7;29.73;4.72;19.59;79.81;2.79;1.11;100.78;;;;;;;;;
2019;5;20;28.17;29.5;5.93;19.59;82.12;2.71;2.42;100.85;;;;;;;;;
2019;5;21;28.04;29.2;6.23;19.04;80.56;2.78;0.83;100.8;;;;;;;;;
2019;5;22;28.62;29.62;2.57;19.41;79.56;3.3;2.55;100.84;;;;;;;;;
2019;5;23;28.51;29.28;2.33;20.2;83;4.89;1.34;100.8;;;;;;;;;
2019;5;24;28.19;29.22;9.33;19.84;83.25;4.19;2.08;100.82;;;;;;;;;
2019;5;25;28.83;29.2;5.14;19.41;78.62;5.06;1.15;100.8;;;;;;;;;
2019;5;26;27.9;28.83;13.72;19.9;84.69;4.91;1.62;100.86;;;;;;;;;
2019;5;27;28.54;29.33;8.57;19.41;79.81;4.41;2.05;100.8;;;;;;;;;
2019;5;28;27.96;29.21;7.09;19.41;82.5;2.38;0.79;100.88;;;;;;;;;
2019;5;29;27.76;28.84;4.26;19.41;83.38;3.32;2.34;100.91;;;;;;;;;
2019;5;30;27.8;28.85;11.19;19.53;83.81;4.19;1.77;100.94;;;;;;;;;
2019;5;31;27.64;28.69;20.11;19.71;85.31;3.45;2.36;100.95;;;;;;;;;
2019;6;1;28.03;29.03;13.46;19.04;80.75;2.66;2.11;100.88;;;;;;;;;
2019;6;2;28.5;29.51;9.27;19.1;78.75;3.23;2.15;100.85;;;;;;;;;
2019;6;3;29.13;30.02;4.58;20.02;79.81;3.78;2.75;100.89;;;;;;;;;
2019;6;4;29.59;29.92;7;20.75;80.5;3.7;2.73;100.83;;;;;;;;;
2019;6;5;29.75;29.77;2.79;20.94;80.19;2.92;2.42;100.76;;;;;;;;;
2019;6;6;28.78;29.28;13.7;19.04;77.5;2.7;1.77;100.79;;;;;;;;;
2019;6;7;28.38;29.36;2.03;18.92;78.5;1.65;1.28;100.89;;;;;;;;;
2019;6;8;28.39;29.23;1.44;19.84;82.25;3.24;2.39;100.88;;;;;;;;;
2019;6;9;29.69;29.72;1.78;20.39;78.69;3.19;2.63;100.82;;;;;;;;;
2019;6;10;29.08;29.51;6.26;20.45;81.62;4.42;1.73;100.81;;;;;;;;;
2019;6;11;29.01;29.57;6.38;20.2;81;3.88;2.31;100.86;;;;;;;;;
2019;6;12;28.96;29.49;0.94;20.02;80.5;4.16;2.27;100.9;;;;;;;;;
2019;6;13;28.7;29.4;1.59;19.96;81.5;4.5;2.66;100.93;;;;;;;;;
2019;6;14;28.91;29.8;1.55;20.39;82.19;4.91;2.84;100.85;;;;;;;;;
2019;6;15;28.82;29.87;0.03;20.51;83.06;5.72;2.68;100.79;;;;;;;;;
2019;6;16;29.39;29.94;0.02;20.75;81.38;3.91;2.66;100.75;;;;;;;;;
2019;6;17;29.32;29.69;0.33;20.69;81.5;4.45;2.71;100.65;;;;;;;;;
2019;6;18;29.58;30.15;0.08;21;81.69;4.45;2.7;100.63;;;;;;;;;
2019;6;19;29.3;29.48;0.09;21.36;84;4.31;2.41;100.64;;;;;;;;;
2019;6;20;29.7;29.81;0.26;21.18;81.69;4.37;2.59;100.68;;;;;;;;;
2019;6;21;29.22;29.46;0.53;20.39;80.56;4.54;2.25;100.85;;;;;;;;;
2019;6;22;29.04;29.45;0.18;20.57;82.56;5.17;1.74;100.86;;;;;;;;;
2019;6;23;28.93;29.47;0.1;20.08;81;4.37;2.23;100.85;;;;;;;;;
2019;6;24;28.51;29.01;0.78;19.1;78.88;3.31;1.81;100.91;;;;;;;;;
2019;6;25;28.29;29.12;1.72;19.41;81.38;4.09;1.73;100.95;;;;;;;;;
2019;6;26;28.63;29.69;0.21;20.26;82.75;5.7;2.9;100.68;;;;;;;;;
2019;6;27;28.51;29.26;0.17;19.78;81.44;5.26;2.43;100.6;;;;;;;;;
2019;6;28;28.38;28.99;0.15;19.84;82.38;4.92;2.45;100.57;;;;;;;;;
2019;6;29;28.73;29.23;1.98;20.08;81.75;3.39;2.3;100.66;;;;;;;;;
2019;6;30;28.45;29.19;3.95;19.78;81.81;3.27;2.16;100.78;;;;;;;;;
2019;7;1;28.4;29.19;3.24;19.96;83;4.48;2.11;100.88;;;;;;;;;
2019;7;2;28.58;29.08;3.8;19.84;81.69;3.85;2.27;100.86;;;;;;;;;
2019;7;3;28.4;29.28;0.73;19.96;82.75;4.61;2.79;100.73;;;;;;;;;
2019;7;4;28.61;30.06;0.09;18.98;78.06;6.19;2.74;100.65;;;;;;;;;
2019;7;5;29.04;29.85;1.08;19.59;78.88;4.7;2.8;100.78;;;;;;;;;
2019;7;6;29.57;29.92;2.09;19.9;77.81;5.14;2.38;100.78;;;;;;;;;
2019;7;7;29.45;30.42;1.62;20.02;78.81;4.61;2.69;100.76;;;;;;;;;
2019;7;8;28.75;29.48;18.14;20.08;81.62;3.28;2.22;100.87;;;;;;;;;
2019;7;9;27.76;29.03;5.31;18.92;81.69;2.95;1.44;101.07;;;;;;;;;
2019;7;10;28.63;29.54;0.24;19.59;80.38;3.52;2.63;100.93;;;;;;;;;
2019;7;11;28.9;30.08;0.1;19.71;79.69;5.42;2.42;100.74;;;;;;;;;
2019;7;12;28.95;30.26;0.03;19.29;77.56;6.21;2.82;100.63;;;;;;;;;
2019;7;13;29.01;30.01;0.18;19.9;79.81;5.64;2.73;100.68;;;;;;;;;
2019;7;14;29.01;29.96;4.53;19.78;79.19;3.87;2.59;100.74;;;;;;;;;
2019;7;15;28.62;29.42;28.79;19.9;81.44;3.42;2.21;100.84;;;;;;;;;
2019;7;16;28.65;29.65;14.03;19.9;81.31;3.99;2.61;100.89;;;;;;;;;
2019;7;17;28.94;29.69;8.53;19.71;79.44;6.22;2.7;100.8;;;;;;;;;
